"ID","sex","age","edu","tenure","C","N","ch_str","hi_str","WE","posi_jc","nega_jc","JC1","JC2","JC3","JC4","JC5","JC6","JC7","JC8","JC9","JC10","JC11","JC12","JC13","JC14","JC15","JC16","JC17","JC18","JC19","JC20","JC21","mc_c","mc_n","mc_ch","mc_hi","mc_enga"
180,1,35,1,12,4.33333333333333,2.83333333333333,4.66666666666667,2.6,4.33333333333333,4.4,3,5,5,4,5,3,4,4,3,3,3,3,4,4,5,5,4,5,4,4,5,4,0.461050724637681,0.0525362318840581,0.979166666666667,0.080434782608696,0.415458937198067
197,1,36,2,55,3.66666666666667,3.83333333333333,4,3.8,3.88888888888889,3.6,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,-0.205615942028986,1.05253623188406,0.3125,1.2804347826087,-0.0289855072463769
204,1,57,2,185,4.16666666666667,3.16666666666667,3,2,4.11111111111111,3.33333333333333,2.5,3,3,3,4,4,3,3,2,2,3,3,3,3,3,3,2,4,4,4,4,3,0.294384057971015,0.385869565217391,-0.6875,-0.519565217391304,0.193236714975845
209,1,46,3,30,3.66666666666667,2.33333333333333,2.83333333333333,2.2,4.33333333333333,3.6,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,-0.205615942028986,-0.447463768115942,-0.854166666666667,-0.319565217391304,0.415458937198067
249,2,36,3,43,3.66666666666667,3.16666666666667,3.16666666666667,2.6,3.88888888888889,3.86666666666667,3.25,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,5,4,3,4,4,4,-0.205615942028986,0.385869565217391,-0.520833333333333,0.080434782608696,-0.0289855072463769
286,1,44,3,55,4.33333333333333,2,4.5,1.8,4.44444444444444,4.4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,0.461050724637681,-0.780797101449275,0.8125,-0.719565217391304,0.526570048309178
287,1,41,2,45,4.16666666666667,3,3.33333333333333,2,4,4,3.25,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,0.294384057971015,0.219202898550725,-0.354166666666667,-0.519565217391304,0.0821256038647342
19,1,33,3,48,5,1.66666666666667,4,1.4,5,5,2,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,1.12771739130435,-1.11413043478261,0.3125,-1.1195652173913,1.08212560386473
44,1,45,3,109,3.83333333333333,2.66666666666667,4.33333333333333,2.8,3.44444444444444,3.6,3,4,3,3,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,-0.0389492753623188,-0.114130434782609,0.645833333333333,0.280434782608696,-0.473429951690821
57,1,34,1,28,4,2.66666666666667,3.5,2,3.88888888888889,3.86666666666667,2,4,4,4,4,4,4,2,1,1,3,3,4,4,4,4,4,3,4,3,5,3,0.127717391304348,-0.114130434782609,-0.1875,-0.519565217391304,-0.0289855072463769
73,1,40,2,18,3.66666666666667,2.16666666666667,3.5,2,4.22222222222222,3.73333333333333,3.25,4,4,4,5,4,4,4,4,3,4,2,3,3,3,3,4,4,3,4,4,4,-0.205615942028986,-0.614130434782609,-0.1875,-0.519565217391304,0.304347826086956
127,1,42,1,13,4.33333333333333,2.16666666666667,3.33333333333333,1.8,4.33333333333333,4.06666666666667,2,4,5,4,5,5,4,4,2,2,2,2,4,2,4,3,4,4,4,4,5,4,0.461050724637681,-0.614130434782609,-0.354166666666667,-0.719565217391304,0.415458937198067
138,1,32,3,3,4,3,3.5,3,4.11111111111111,4.73333333333333,4.5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,2,5,5,0.127717391304348,0.219202898550725,-0.1875,0.480434782608696,0.193236714975845
157,1,32,1,3,5,2.66666666666667,5,1.8,5,4.06666666666667,1.75,5,5,5,5,5,3,2,2,2,2,1,4,4,4,2,2,4,5,1,5,5,1.12771739130435,-0.114130434782609,1.3125,-0.719565217391304,1.08212560386473
173,1,31,3,12,4,1.5,3.5,2,4.66666666666667,4.46666666666667,3,5,5,5,5,4,4,4,4,2,3,3,3,4,4,4,5,5,5,5,4,4,0.127717391304348,-1.28079710144928,-0.1875,-0.519565217391304,0.748792270531401
174,1,31,2,35,3.5,3,3.83333333333333,1.8,4.44444444444445,4.53333333333333,2,5,5,4,5,5,3,3,2,2,2,2,4,5,4,5,5,4,4,4,5,4,-0.372282608695652,0.219202898550725,0.145833333333333,-0.719565217391304,0.52657004830918
178,1,36,3,48,4.66666666666667,4.5,3.83333333333333,3.2,4.22222222222222,4.46666666666667,5,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,3,4,5,5,5,0.794384057971015,1.71920289855072,0.145833333333333,0.680434782608696,0.304347826086957
90,1,41,4,52,3.5,3.16666666666667,3.33333333333333,3,3,3.06666666666667,3.5,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,-0.372282608695652,0.385869565217391,-0.354166666666667,0.480434782608696,-0.917874396135266
91,1,34,3,72,4.33333333333333,2.33333333333333,3.83333333333333,3.8,4.11111111111111,3.93333333333333,3.75,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,0.461050724637681,-0.447463768115942,0.145833333333333,1.2804347826087,0.193236714975845
92,1,46,2,104,4,2,4.33333333333333,2.4,4.66666666666667,3.93333333333333,2.75,5,5,4,5,5,5,5,2,2,3,4,2,1,4,5,4,3,3,4,5,4,0.127717391304348,-0.780797101449275,0.645833333333333,-0.119565217391304,0.748792270531401
93,1,43,2,73,3.33333333333333,2.83333333333333,4.33333333333333,1.6,4.22222222222222,3.86666666666667,2.75,4,4,3,4,4,5,4,4,2,2,3,5,4,4,4,4,4,3,3,5,3,-0.538949275362319,0.0525362318840581,0.645833333333333,-0.919565217391304,0.304347826086956
99,1,37,2,4,4.33333333333333,3,3.83333333333333,1.2,4.44444444444445,4.4,2.75,4,5,5,5,5,3,4,3,2,3,3,5,4,5,4,5,4,4,3,5,3,0.461050724637681,0.219202898550725,0.145833333333333,-1.3195652173913,0.52657004830918
105,1,38,1,60,3.83333333333333,3.5,4.33333333333333,4,3.77777777777778,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,-0.0389492753623188,0.719202898550725,0.645833333333333,1.4804347826087,-0.140096618357489
108,1,43,3,2,3.33333333333333,3.5,3.33333333333333,2.6,3.44444444444444,3.8,3,4,5,4,4,4,4,4,3,2,3,4,5,5,4,4,4,2,3,3,4,2,-0.538949275362319,0.719202898550725,-0.354166666666667,0.080434782608696,-0.473429951690821
109,1,32,2,36,4,2.83333333333333,3.16666666666667,2.4,3.88888888888889,3.73333333333333,2.25,4,4,4,5,4,3,2,2,2,2,3,3,3,3,3,4,4,4,4,3,4,0.127717391304348,0.0525362318840581,-0.520833333333333,-0.119565217391304,-0.0289855072463769
110,1,41,3,66,4.66666666666667,3.33333333333333,4.66666666666667,1.6,5,4.73333333333333,3.25,5,5,5,5,5,5,5,4,2,2,5,5,4,4,4,4,5,5,5,5,5,0.794384057971015,0.552536231884058,0.979166666666667,-0.919565217391304,1.08212560386473
112,1,40,3,56,2.66666666666667,3.33333333333333,2.66666666666667,2.8,3.22222222222222,3,2.25,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,-1.20561594202899,0.552536231884058,-1.02083333333333,0.280434782608696,-0.695652173913043
113,1,50,2,114,5,2.66666666666667,4,2,5,4.06666666666667,4,5,5,4,5,4,4,5,4,4,4,4,4,3,3,3,4,4,4,4,5,4,1.12771739130435,-0.114130434782609,0.3125,-0.519565217391304,1.08212560386473
133,1,35,3,72,4.16666666666667,2,3.66666666666667,1.6,4.22222222222222,3.46666666666667,4,4,4,4,5,5,4,2,4,4,4,4,3,3,3,3,3,4,3,2,3,3,0.294384057971015,-0.780797101449275,-0.0208333333333335,-0.919565217391304,0.304347826086956
141,1,45,2,120,4.5,1.83333333333333,2.66666666666667,3.2,3.33333333333333,3.2,3.5,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,0.627717391304348,-0.947463768115942,-1.02083333333333,0.680434782608696,-0.584541062801932
144,1,38,2,20,4,3.33333333333333,3.5,1.8,4,3.86666666666667,2.5,4,4,4,4,4,4,4,1,3,3,3,4,4,3,4,4,3,3,4,5,4,0.127717391304348,0.552536231884058,-0.1875,-0.719565217391304,0.0821256038647342
151,2,42,1,70,4.5,1.83333333333333,3.5,1.8,4.44444444444444,3.66666666666667,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,0.627717391304348,-0.947463768115942,-0.1875,-0.719565217391304,0.526570048309178
155,1,44,2,62,3.66666666666667,3.16666666666667,3.16666666666667,2.6,3.88888888888889,3.2,3.5,4,4,4,4,4,4,4,4,4,3,3,3,1,3,3,3,3,3,3,3,3,-0.205615942028986,0.385869565217391,-0.520833333333333,0.080434782608696,-0.0289855072463769
158,1,38,2,52,4.16666666666667,2,4.16666666666667,1.4,4.44444444444444,4.46666666666667,3.25,4,5,5,5,4,3,4,4,3,4,2,4,4,5,5,4,5,4,4,5,4,0.294384057971015,-0.780797101449275,0.479166666666667,-1.1195652173913,0.526570048309178
159,1,39,3,115,3.66666666666667,2.16666666666667,3.66666666666667,2.2,4.11111111111111,4.4,4,5,4,4,5,5,4,4,3,4,5,4,4,4,4,5,5,3,4,5,5,4,-0.205615942028986,-0.614130434782609,-0.0208333333333335,-0.319565217391304,0.193236714975845
160,1,33,3,40,3.83333333333333,3,2.83333333333333,2.8,2,3.06666666666667,4,3,4,4,3,3,4,2,4,4,4,4,4,2,3,4,2,2,3,3,3,3,-0.0389492753623188,0.219202898550725,-0.854166666666667,0.280434782608696,-1.91787439613527
161,1,25,2,20,3.66666666666667,2.83333333333333,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.205615942028986,0.0525362318840581,-0.6875,0.480434782608696,-0.917874396135266
162,1,31,3,10,3.5,2.83333333333333,3.33333333333333,2.4,4.33333333333333,3.46666666666667,3.5,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,-0.372282608695652,0.0525362318840581,-0.354166666666667,-0.119565217391304,0.415458937198067
163,1,35,2,4,3.33333333333333,3,4,2.6,4.55555555555556,3.86666666666667,4.75,5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,3,3,4,4,4,3,-0.538949275362319,0.219202898550725,0.3125,0.080434782608696,0.63768115942029
164,1,31,3,36,3.83333333333333,2.66666666666667,3.5,2.6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-0.0389492753623188,-0.114130434782609,-0.1875,0.080434782608696,0.0821256038647342
176,1,40,1,48,3.5,3.66666666666667,3.83333333333333,4.6,3.66666666666667,4.13333333333333,3.75,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,5,5,-0.372282608695652,0.885869565217391,0.145833333333333,2.0804347826087,-0.251207729468599
205,1,39,3,69,4.5,2,4.5,2.2,5,5,4.25,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0.627717391304348,-0.780797101449275,0.8125,-0.319565217391304,1.08212560386473
38,1,34,2,12,3.66666666666667,3.66666666666667,3.83333333333333,3.4,4,4.13333333333333,3,4,4,4,4,3,3,3,4,3,2,3,4,4,4,5,5,4,4,4,5,4,-0.205615942028986,0.885869565217391,0.145833333333333,0.880434782608696,0.0821256038647342
66,1,43,3,85,3.83333333333333,2.33333333333333,4.83333333333333,1.2,5,4.4,2.75,5,4,4,5,5,4,4,4,3,2,2,4,4,4,5,4,4,5,3,5,5,-0.0389492753623188,-0.447463768115942,1.14583333333333,-1.3195652173913,1.08212560386473
116,1,41,3,132,3.5,2.33333333333333,4,2.6,4.22222222222222,3.86666666666667,2.5,4,4,5,4,5,4,4,3,2,3,2,2,4,3,4,5,4,4,3,4,3,-0.372282608695652,-0.447463768115942,0.3125,0.080434782608696,0.304347826086956
234,1,44,2,168,3.5,2.33333333333333,2.33333333333333,2.4,3.77777777777778,3.73333333333333,3.25,3,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,-0.372282608695652,-0.447463768115942,-1.35416666666667,-0.119565217391304,-0.140096618357489
10,1,37,3,4,3.5,2.33333333333333,3.83333333333333,2.2,4.11111111111111,3.66666666666667,1.5,3,4,4,5,4,5,1,1,1,2,2,4,3,2,3,3,5,4,2,5,4,-0.372282608695652,-0.447463768115942,0.145833333333333,-0.319565217391304,0.193236714975846
270,2,40,3,24,4,2.83333333333333,3.33333333333333,3,3.55555555555556,3.8,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,0.127717391304348,0.0525362318840581,-0.354166666666667,0.480434782608696,-0.36231884057971
2,1,34,3,25,3,3.16666666666667,3,3,3.22222222222222,3.6,3,3,3,3,4,4,4,3,4,2,3,3,3,4,4,3,4,4,4,4,3,4,-0.872282608695652,0.385869565217391,-0.6875,0.480434782608696,-0.695652173913044
23,2,44,3,91,4.16666666666667,3.5,4.16666666666667,3.2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,4,3,3,3,0.294384057971015,0.719202898550725,0.479166666666667,0.680434782608696,1.08212560386473
27,1,35,2,19,3.83333333333333,3.16666666666667,3,3,4,3.8,3.25,3,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,-0.0389492753623188,0.385869565217391,-0.6875,0.480434782608696,0.0821256038647342
31,1,41,3,53,4,2.66666666666667,4.66666666666667,1.2,4.55555555555556,3.93333333333333,2,4,4,4,5,4,3,3,2,3,1,2,4,3,3,3,3,4,4,5,5,4,0.127717391304348,-0.114130434782609,0.979166666666667,-1.3195652173913,0.63768115942029
33,1,43,3,90,3.66666666666667,2.5,3.33333333333333,2.6,3.77777777777778,3.8,3.25,4,4,4,5,4,3,4,3,3,4,3,3,3,4,4,4,3,4,4,4,3,-0.205615942028986,-0.280797101449275,-0.354166666666667,0.080434782608696,-0.140096618357489
40,1,41,3,36,4,3,4.16666666666667,1.4,4.44444444444444,4.26666666666667,2.75,4,5,4,5,5,5,4,2,2,2,5,4,4,4,4,4,5,4,4,5,3,0.127717391304348,0.219202898550725,0.479166666666667,-1.1195652173913,0.526570048309178
41,1,40,4,96,4,2,3.33333333333333,2.2,4.11111111111111,3.93333333333333,2.75,5,5,4,4,4,3,3,2,3,3,3,3,3,4,4,3,4,4,4,4,4,0.127717391304348,-0.780797101449275,-0.354166666666667,-0.319565217391304,0.193236714975845
42,1,34,2,9,3.33333333333333,2.5,3.16666666666667,2.8,3.55555555555556,3.13333333333333,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.538949275362319,-0.280797101449275,-0.520833333333333,0.280434782608696,-0.36231884057971
47,1,47,2,76,3.33333333333333,3,3,3,3.11111111111111,3.2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.538949275362319,0.219202898550725,-0.6875,0.480434782608696,-0.806763285024155
48,1,39,3,120,4.33333333333333,2.5,3,2.8,3.33333333333333,3.66666666666667,3.75,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,4,3,0.461050724637681,-0.280797101449275,-0.6875,0.280434782608696,-0.584541062801932
50,1,47,3,22,3.66666666666667,2,2.66666666666667,2.6,4,4.13333333333333,2.5,5,5,4,4,4,3,4,4,2,2,2,4,4,3,4,5,4,4,4,4,4,-0.205615942028986,-0.780797101449275,-1.02083333333333,0.080434782608696,0.0821256038647342
76,1,38,3,110,3.16666666666667,2.33333333333333,2.83333333333333,2.2,2.66666666666667,3.66666666666667,1.75,3,5,5,4,5,5,5,2,2,1,2,4,3,2,2,2,5,5,4,4,2,-0.705615942028986,-0.447463768115942,-0.854166666666667,-0.319565217391304,-1.2512077294686
81,1,42,2,54,3.83333333333333,3.16666666666667,3.83333333333333,2.4,3.88888888888889,3.93333333333333,3.75,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,-0.0389492753623188,0.385869565217391,0.145833333333333,-0.119565217391304,-0.0289855072463769
88,1,34,3,5,4,2.83333333333333,3,3,2.44444444444444,2.73333333333333,3.5,3,4,5,2,4,4,2,3,4,4,3,4,2,2,2,2,2,2,2,3,2,0.127717391304348,0.0525362318840581,-0.6875,0.480434782608696,-1.47342995169082
95,1,45,3,140,4.16666666666667,3.83333333333333,4.16666666666667,2.8,3.77777777777778,4.2,3.5,5,5,5,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,3,4,0.294384057971015,1.05253623188406,0.479166666666667,0.280434782608696,-0.140096618357489
102,1,42,3,108,3.66666666666667,3.66666666666667,4,2.4,3.55555555555556,3.66666666666667,3.25,4,4,4,5,5,2,4,4,2,4,3,3,3,3,3,3,3,3,4,5,3,-0.205615942028986,0.885869565217391,0.3125,-0.119565217391304,-0.36231884057971
106,1,31,2,12,3.83333333333333,2.66666666666667,3.33333333333333,2.2,3.77777777777778,3.66666666666667,4,4,4,4,4,4,3,2,4,4,4,4,4,2,4,2,4,4,4,4,4,3,-0.0389492753623188,-0.114130434782609,-0.354166666666667,-0.319565217391304,-0.140096618357489
107,1,39,2,21,3.66666666666667,2.33333333333333,3.83333333333333,3,3.11111111111111,4.33333333333333,3,5,5,5,5,5,5,5,3,2,4,3,4,2,4,2,4,5,5,5,5,4,-0.205615942028986,-0.447463768115942,0.145833333333333,0.480434782608696,-0.806763285024155
117,1,41,3,40,4.33333333333333,2.66666666666667,3.66666666666667,2.4,4,3.6,2.5,3,4,4,4,4,3,3,3,3,2,2,3,3,3,4,4,4,4,3,4,3,0.461050724637681,-0.114130434782609,-0.0208333333333335,-0.119565217391304,0.0821256038647342
129,1,37,4,29,4,3.16666666666667,4,3.6,3.22222222222222,3.86666666666667,3.25,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,0.127717391304348,0.385869565217391,0.3125,1.0804347826087,-0.695652173913043
130,1,36,3,6,3.83333333333333,3.33333333333333,3.33333333333333,2.8,4.22222222222222,3.66666666666667,3.75,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,3,-0.0389492753623188,0.552536231884058,-0.354166666666667,0.280434782608696,0.304347826086956
134,1,39,1,43,3.66666666666667,3,3.16666666666667,2.8,3.22222222222222,3.2,3.25,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,-0.205615942028986,0.219202898550725,-0.520833333333333,0.280434782608696,-0.695652173913044
135,1,41,3,48,3.66666666666667,3,3.66666666666667,3.2,3.55555555555556,3.66666666666667,3.5,4,4,5,3,4,4,4,3,4,4,3,4,4,4,3,3,3,3,4,3,4,-0.205615942028986,0.219202898550725,-0.0208333333333335,0.680434782608696,-0.36231884057971
136,1,36,3,3,3.5,3.83333333333333,3,2.8,2.88888888888889,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.372282608695652,1.05253623188406,-0.6875,0.280434782608696,-1.02898550724638
145,1,45,3,90,3.16666666666667,3.33333333333333,2.83333333333333,2.8,2.88888888888889,2.86666666666667,3,3,4,2,4,2,5,2,3,4,2,3,4,2,4,2,3,2,3,3,2,3,-0.705615942028986,0.552536231884058,-0.854166666666667,0.280434782608696,-1.02898550724638
154,1,38,2,27,3.83333333333333,3,3.83333333333333,3,3.22222222222222,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,-0.0389492753623188,0.219202898550725,0.145833333333333,0.480434782608696,-0.695652173913043
193,1,51,4,72,4.5,2.5,4,2.4,3.55555555555556,3.86666666666667,3,5,5,5,5,4,4,5,4,2,2,4,2,2,4,2,4,4,4,4,4,4,0.627717391304348,-0.280797101449275,0.3125,-0.119565217391304,-0.36231884057971
211,1,43,4,137,3.5,1.33333333333333,4.16666666666667,1.6,4.66666666666667,4.53333333333333,2.5,5,4,5,5,5,5,4,3,2,2,3,4,4,5,4,4,5,5,4,5,4,-0.372282608695652,-1.44746376811594,0.479166666666667,-0.919565217391304,0.748792270531401
274,1,43,2,3,4.33333333333333,3.66666666666667,4.33333333333333,3.8,4.44444444444444,4.26666666666667,4,3,5,5,4,4,4,2,5,4,3,4,4,4,5,4,4,4,5,5,4,4,0.461050724637681,0.885869565217391,0.645833333333333,1.2804347826087,0.526570048309178
275,1,28,2,10,3,2.83333333333333,3.33333333333333,3,3.55555555555556,3.13333333333333,3.5,4,4,3,3,4,2,4,4,3,4,3,4,2,3,2,4,2,4,2,4,2,-0.872282608695652,0.0525362318840581,-0.354166666666667,0.480434782608696,-0.36231884057971
277,1,47,2,120,4.16666666666667,2.83333333333333,4.16666666666667,2,4.66666666666667,4.66666666666667,3.25,4,4,5,5,4,4,4,2,2,4,5,5,4,5,5,4,5,5,5,5,5,0.294384057971015,0.0525362318840581,0.479166666666667,-0.519565217391304,0.748792270531401
217,1,30,2,33,3,4.16666666666667,4.5,1.8,3.11111111111111,3.26666666666667,2.5,4,4,4,4,4,3,3,3,3,3,1,4,3,3,3,3,3,3,2,3,2,-0.872282608695652,1.38586956521739,0.8125,-0.719565217391304,-0.806763285024155
53,1,30,2,80,4.5,3.33333333333333,4,2.6,3.44444444444444,3.86666666666667,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,0.627717391304348,0.552536231884058,0.3125,0.080434782608696,-0.473429951690822
256,1,27,2,33,3.5,3.83333333333333,4.83333333333333,4,2.77777777777778,3.13333333333333,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,5,2,-0.372282608695652,1.05253623188406,1.14583333333333,1.4804347826087,-1.14009661835749
264,1,40,1,84,3.33333333333333,3.66666666666667,4.5,3.4,2.88888888888889,3.4,3,4,4,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,-0.538949275362319,0.885869565217391,0.8125,0.880434782608696,-1.02898550724638
51,1,37,3,85,3.33333333333333,3.16666666666667,5,3.4,2.77777777777778,3.6,3.25,4,4,4,4,5,4,5,4,3,3,3,4,4,3,4,3,3,3,4,2,3,-0.538949275362319,0.385869565217391,1.3125,0.880434782608696,-1.14009661835749
194,1,30,2,70,4.66666666666667,1.83333333333333,5,3.2,3.33333333333333,4.8,2.5,5,5,5,5,5,3,5,4,4,1,1,5,5,4,4,4,5,5,5,5,5,0.794384057971015,-0.947463768115942,1.3125,0.680434782608696,-0.584541062801932
288,1,25,2,15,3.83333333333333,2.83333333333333,3.5,2,3.22222222222222,4.4,1,4,5,5,5,4,5,5,1,1,1,1,5,4,5,5,4,4,4,4,4,4,-0.0389492753623188,0.0525362318840581,-0.1875,-0.519565217391304,-0.695652173913043
233,1,33,2,47,3.66666666666667,3,3.83333333333333,2.8,2.77777777777778,3.13333333333333,2.5,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,-0.205615942028986,0.219202898550725,0.145833333333333,0.280434782608696,-1.14009661835749
142,1,33,2,75,4,2.33333333333333,4.66666666666667,1.6,3.88888888888889,4.26666666666667,2.75,4,4,4,4,4,4,4,3,2,2,4,4,4,4,5,5,5,5,4,4,4,0.127717391304348,-0.447463768115942,0.979166666666667,-0.919565217391304,-0.0289855072463769
156,2,29,3,11,4.66666666666667,2.5,4,1.4,5,4.73333333333333,2,5,5,5,5,5,5,5,3,1,1,3,5,5,5,5,5,5,5,2,4,5,0.794384057971015,-0.280797101449275,0.3125,-1.1195652173913,1.08212560386473
200,2,36,2,150,3,3.5,4.16666666666667,2.6,2.77777777777778,3.46666666666667,3.5,3,3,3,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,-0.872282608695652,0.719202898550725,0.479166666666667,0.080434782608696,-1.14009661835749
225,1,37,2,60,4,2.66666666666667,4.66666666666667,2.6,3.55555555555556,3.86666666666667,2.75,4,5,5,5,4,4,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,0.127717391304348,-0.114130434782609,0.979166666666667,0.080434782608696,-0.36231884057971
232,1,32,2,1,4.66666666666667,2.5,3.66666666666667,1.8,5,3.93333333333333,2.5,5,5,5,5,5,5,2,1,4,2,3,2,2,2,4,4,4,4,4,4,4,0.794384057971015,-0.280797101449275,-0.0208333333333335,-0.719565217391304,1.08212560386473
243,2,28,4,25,4.5,4.5,4.5,2.4,3.88888888888889,4.6,1.25,5,5,5,5,4,2,4,2,1,1,1,5,5,5,2,5,5,5,5,3,5,0.627717391304348,1.71920289855072,0.8125,-0.119565217391304,-0.0289855072463769
252,2,30,2,56,3.5,3.5,3.66666666666667,2.4,3.22222222222222,3.46666666666667,3,3,5,3,4,4,3,3,4,3,3,2,4,4,3,3,3,3,3,4,3,3,-0.372282608695652,0.719202898550725,-0.0208333333333335,-0.119565217391304,-0.695652173913044
